,Unnamed: 0,SUCURSAL,PERIODO,MES,PROVEEDOR,FOLIO_VENTA,TIPO_VENTA,CANTIDAD_VENTA,TOTAL_VENTA,ULTIMO_COSTO,CODIGO_BARRAS,DTO_CLIENTE,TITULO,TIPO_PRODUCTO,PRECIO_LISTA,COSTO_DEL_DIA_VTA,AUTOR_,DTO_COMERCIAL_,EDITORIAL_,AREA_TEMATICA_,TEMA_,SUBTEMA_,Num_dia_ven,Fecha_ven,N_dia_ven,N_mes_ven,FONDO_180d
177916,217999,SUCURSAL_4,2022,8,EDITORIAL PLANETA MEXICANA,890862.0,PISO DE VENTA,1.0,388.0,225.04,9786070788208,0.0,La biblia de los cÃ³digos secretos,LIBRO,388.0,225.04,"LEHNING, HERVE",42.0,PLANETA,ESOTERISMO,HISTORIA,HISTORIA GENERAL Y TEORIA DE LA HISTORIA,6,2022-08-06,SÃ¡bado,Agosto,Novedad
16095,21281,SUCURSAL_1,2022,4,NIRVANA LIBROS SA DE CV,7268003.0,PISO DE VENTA,1.0,940.0,470.0,9788417030643,0.0,RECETAS VEGANAS FACILES Y DELICIOSAS,LIBRO,940.0,,"LIDDON, ANGELA",50.0,SIRIO,ENTRETENIMIENTO Y ESTILO DE VIDA,GASTRONOMIA,RECETARIO GENERAL,3,2022-04-03,Domingo,Abril,Fondo
57155,71025,SUCURSAL_1,2022,8,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7307389.0,PISO DE VENTA,1.0,489.0,289.42,9786075293721,0.0,El psicoanalista,LIBRO,489.0,283.62,"KATZENBACH, JOHN",42.0,EDICIONES B,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,24,2022-08-24,MiÃ©rcoles,Agosto,Fondo
59325,73506,SUCURSAL_1,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7337648.0,PISO DE VENTA,1.0,349.0,202.42,9786073178297,0.0,Feminismo para principiantes,LIBRO,349.0,202.42,"VARELA, NURIA",42.0,B DE BOLSILLO,CIENCIAS SOCIALES,CIENCIAS SOCIALES,GENERO,21,2022-11-21,Lunes,Noviembre,Fondo
86692,107137,SUCURSAL_5,2021,1,COLOFON SA DE CV,613244.0,PISO DE VENTA,1.0,763.0,545.0,9788476516607,,"BESTIARIO DE CRISTO, EL II",LIBRO,1090.0,,"CHARBONNEAU LASSAY, L.",50.0,JOSE J DE OLAÃETA EDITOR,CIENCIAS SOCIALES,LITERATURA,MITOLOGIA,6,2021-01-06,MiÃ©rcoles,Enero,Fondo
89041,109821,SUCURSAL_5,2021,11,COLOFON SA DE CV,655560.0,PISO DE VENTA,1.0,416.0,312.0,9788417114312,0.2,GENERACION Z. TODO LO QUE NECESITAS SABER SOBRE LOS JOVENES QUE HAN DEJADO VIEJOS A LOS MILLENNIALS,LIBRO,520.0,,"VILANOVA, NURIA",50.0,PLATAFORMA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,SOCIOLOGIA,26,2021-11-26,Viernes,Noviembre,Fondo
62204,76902,SUCURSAL_1,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7291454.0,PISO DE VENTA,1.0,649.0,376.42,9786073193894,0.0,Harry Potter y la piedra filosofal / pd.,LIBRO,649.0,376.42,"ROWLING, J. K. (ROWLING, JOANNE KATHLEEN)",42.0,EDICIONES SALAMANDRA,JUVENIL,LITERATURA,LITERATURA JUVENIL,3,2022-07-03,Domingo,Julio,Fondo
11565,15618,SUCURSAL_1,2021,7,EDITORIAL OCEANO DE MEXICO SA DE CV,7168927.0,PISO DE VENTA,4.0,740.0,102.12,9788433977434,0.0,FORMAS DE VOLVER A CASA,LIBRO,185.0,,"ZAMBRA, ALEJANDRO",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA IBEROAMERICANA,23,2021-07-23,Viernes,Julio,Fondo
133398,167064,SUCURSAL_2,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4397066.0,PISO DE VENTA,1.0,359.0,208.22,9786073119139,0.0,El lÃ­der que no tenÃ­a cargo,LIBRO,359.0,208.22,"SHARMA, ROBIN S.",42.0,DEBOLSILLO,"ECONOMÃA, ADMINISTRACIÃN Y FINANZAS",NEGOCIOS Y ADMINISTRACION DE EMPRESAS,LIDERAZGO Y COMPETITIVIDAD,16,2022-07-16,SÃ¡bado,Julio,Fondo
100530,126799,SUCURSAL_5,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,696706.0,PISO DE VENTA,3.0,747.0,144.42,9786073820967,0.0,El futuro recordado,LIBRO,249.0,144.42,"VALLEJO, IRENE",42.0,DEBATE,CIENCIAS SOCIALES,HISTORIA,HISTORIA GENERAL Y TEORIA DE LA HISTORIA,30,2022-11-30,MiÃ©rcoles,Noviembre,Novedad
151806,188407,SUCURSAL_3,2021,11,NIRVANA LIBROS SA DE CV,1993386.0,PISO DE VENTA,1.0,472.5,315.0,9788491113461,0.25,ORACULO DE ACTIVACIONES DE GEOMETRIA SAGRADA,LIBRO,630.0,,EDICIONES OBELISCO,50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,25,2021-11-25,Jueves,Noviembre,Fondo
146849,183081,SUCURSAL_3,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,1959214.0,PISO DE VENTA,1.0,395.0,218.04,9788433980595,,En la Tierra somos fugazmente grandiosos,LIBRO,395.0,,"VUONG, OCEAN",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,10,2021-03-10,MiÃ©rcoles,Marzo,Fondo
44794,56253,SUCURSAL_1,2022,8,EDITORIAL PLANETA MEXICANA,7303488.0,PISO DE VENTA,1.0,69.0,40.02,9786070748813,0.0,UNA VIDA AJENA,LIBRO,69.0,40.02,"SUDJIC, OLIVIA",42.0,PLANETA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,14,2022-08-14,Domingo,Agosto,Fondo
41110,51681,SUCURSAL_1,2021,12,PEARSON EDUCACION DE MEXICO SA DE CV,7233501.0,PISO DE VENTA,1.0,589.0,434.0,9786073245487,0.05,GuÃ­a prÃ¡ctica para el examen de ingreso a la universidad / 5 ed.,LIBRO,620.0,,"MONTAÃEZ COLIN, ANA LUISA",30.0,PEARSON,"TEXTOS ESCOLARES, UNIVERSITARIOS Y TÃCNICOS",TEXTOS ESCOLARES,BACHILLERATO,27,2021-12-27,Lunes,Diciembre,Fondo
170042,208550,SUCURSAL_4,2021,3,NIRVANA LIBROS SA DE CV,829540.0,PISO DE VENTA,1.0,289.0,193.8,9788415943211,,Ana de las tejas verdes / Ana la de la isla / Vol. 3,LIBRO,340.0,,"MONTGOMERY, LUCY MAUD",43.0,TOROMITICO,JUVENIL,LITERATURA,LITERATURA JUVENIL,6,2021-03-06,SÃ¡bado,Marzo,Fondo
147300,183550,SUCURSAL_3,2021,8,EDITORIAL OCEANO DE MEXICO SA DE CV,1980902.0,PISO DE VENTA,1.0,290.0,138.0,9788433973016,0.0,TRILOGIA DE LA MEMORIA,LIBRO,290.0,,"PITOL, SERGIO",44.8,ANAGRAMA,LITERATURA,LITERATURA,AUTORES MEXICANOS,28,2021-08-28,SÃ¡bado,Agosto,Fondo
86966,107428,SUCURSAL_5,2021,5,COLOFON SA DE CV,630162.0,PISO DE VENTA,1.0,99.0,99.0,9788478445660,,"AMANTE DE MI MADRE, EL / PD.",LIBRO,99.0,,"WIDMER, URS",0.0,SIRUELA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,16,2021-05-16,Domingo,Mayo,Fondo
2752,3441,SUCURSAL_1,2022,3,EDITORIAL OCEANO DE MEXICO SA DE CV,7265127.0,PISO DE VENTA,1.0,345.0,190.44,9788418223051,0.0,Storytelling. CÃ³mo contar tu historia para que el mundo quiera escucharla,LIBRO,345.0,,"BUSTER, BOBETTE",44.8,KOAN,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,25,2022-03-25,Viernes,Marzo,Fondo
11013,14883,SUCURSAL_1,2021,7,EDITORIAL OCEANO DE MEXICO SA DE CV,7168872.0,PISO DE VENTA,1.0,420.0,231.84,9786075273259,0.0,"TRES PREGUNTAS, LAS (EDICION ESPECIAL DE LUJO) / PD.",LIBRO,420.0,,"BUCAY, JORGE",44.8,OCEANO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,23,2021-07-23,Viernes,Julio,Fondo
104271,131660,SUCURSAL_2,2021,4,EDITORIAL OCEANO DE MEXICO SA DE CV,4269038.0,PISO DE VENTA,1.0,374.5,295.32,9788415292173,,"KIT DEL PENDULO, EL",LIBRO,535.0,,"LONEGREN, SIG",44.8,OCEANO / ARKANO BOOKS,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,16,2021-04-16,Viernes,Abril,Fondo
168362,206611,SUCURSAL_4,2021,12,EDITORIAL OCEANO DE MEXICO SA DE CV,866117.0,PISO DE VENTA,1.0,310.5,190.44,9786075573274,0.1,Yoga,LIBRO,345.0,,"CARRERE, EMMANUEL",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,27,2021-12-27,Lunes,Diciembre,Fondo
84343,104371,SUCURSAL_5,2021,11,NIRVANA LIBROS SA DE CV,655680.0,PISO DE VENTA,1.0,225.0,150.0,9788497777988,0.25,MERKABA / PD.,LIBRO,300.0,,"RULAND, JEANNE",50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,METAFISICA,27,2021-11-27,SÃ¡bado,Noviembre,Fondo
163030,200361,SUCURSAL_3,2022,8,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,2023539.0,PISO DE VENTA,1.0,199.0,115.42,9786073194112,0.0,El Alquimista (EdiciÃ³n para estudiantes),LIBRO,199.0,115.42,"COELHO, PAULO",42.0,GRIJALBO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,LITERATURA ESPIRITUAL,13,2022-08-13,SÃ¡bado,Agosto,Novedad
11578,15634,SUCURSAL_1,2021,8,EDITORIAL OCEANO DE MEXICO SA DE CV,7173545.0,PISO DE VENTA,1.0,495.0,273.24,9786075276915,0.0,"48 LEYES DEL PODER, LAS",LIBRO,495.0,,"GREENE, ROBERT",44.8,OCEANO,"ECONOMÃA, ADMINISTRACIÃN Y FINANZAS",NEGOCIOS Y ADMINISTRACION DE EMPRESAS,LIDERAZGO Y COMPETITIVIDAD,6,2021-08-06,Viernes,Agosto,Fondo
59118,73272,SUCURSAL_1,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7291131.0,PISO DE VENTA,1.0,429.0,260.42,9786073175791,0.0,El visitante,LIBRO,429.0,248.82,"KING, STEPHEN",42.0,PLAZA & JANES,LITERATURA,LITERATURA,NOVELA DE TERROR,2,2022-07-02,SÃ¡bado,Julio,Fondo
95654,119616,SUCURSAL_5,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,698693.0,PISO DE VENTA,1.0,259.0,150.22,9786073160476,0.0,Las niÃ±as son guerreras. 27 rebeldes que cambiaron el mundo,LIBRO,259.0,150.22,"PARRA, SERGIO",42.0,MONTENA,JUVENIL,LITERATURA,LITERATURA JUVENIL,16,2022-12-16,Viernes,Diciembre,Fondo
117235,147359,SUCURSAL_2,2021,4,COLOFON SA DE CV,4266630.0,PISO DE VENTA,1.0,266.25,177.5,9788477747208,,COLOQUIO SOBRE DANTE. LA CUARTA PROSA,LIBRO,355.0,,"MANDELSTAM, OSIP",50.0,A. MACHADO LIBROS,ARTES,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",HISTORIA Y TEORIA DEL ARTE,3,2021-04-03,SÃ¡bado,Abril,Fondo
9378,12549,SUCURSAL_1,2021,7,EDITORIAL OCEANO DE MEXICO SA DE CV,7166652.0,PISO DE VENTA,1.0,320.0,176.64,9788488066541,0.0,"HOMBRE MULTIORGASMICO, EL. COMO EXPERIMENTAR ORGASMOS MULTIPLES E INCREMENTAR ESPECTACULARMENTE LA CAPACIDAD SEXUAL",LIBRO,320.0,,MANTAK CHIA,44.8,OCEANO / NEO PERSON,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,SEXO,15,2021-07-15,Jueves,Julio,Fondo
69574,85251,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7341136.0,PISO DE VENTA,1.0,329.0,190.82,9786073818773,0.0,Cuando echarle ganas no es suficiente,LIBRO,329.0,190.82,"LOZANO, CESAR",42.0,AGUILAR,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,3,2022-12-03,SÃ¡bado,Diciembre,Novedad
52897,65976,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7347766.0,PISO DE VENTA,1.0,219.0,127.02,9789708102025,0.0,El ocho,LIBRO,219.0,127.02,"NEVILLE, KATHERINE",42.0,DEBOLSILLO,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,19,2022-12-19,Lunes,Diciembre,Fondo
53461,66662,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7351710.0,PISO DE VENTA,1.0,149.0,86.42,9788492833542,0.0,Noches de tormenta,LIBRO,149.0,86.42,"SPARKS, NICHOLAS",42.0,ROCA EDITORIAL,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,27,2022-12-27,Martes,Diciembre,Fondo
69884,85602,SUCURSAL_1,2022,11,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7337419.0,PISO DE VENTA,1.0,269.0,156.02,9786073821049,0.0,Orgullo prieto,LIBRO,269.0,156.02,"HUERTA, TENOCH",42.0,GRIJALBO,CIENCIAS SOCIALES,CIENCIAS SOCIALES,ANTROPOLOGIA,20,2022-11-20,Domingo,Noviembre,Novedad
127757,159946,SUCURSAL_2,2022,9,EDITORIAL PLANETA MEXICANA,4416667.0,PISO DE VENTA,1.0,258.0,149.64,9786070757297,0.0,Villanos. Pobre alma en desgracia,LIBRO,258.0,149.64,DISNEY,42.0,PLANETA (LICENCIAS),NIÃOS,NIÃOS,DE 6 A 12 AÃOS,14,2022-09-14,MiÃ©rcoles,Septiembre,Fondo
49078,61517,SUCURSAL_1,2022,7,EDITORIAL PLANETA MEXICANA,7291523.0,PISO DE VENTA,1.0,248.0,143.84,9786070780646,0.0,El dÃ­a que aprendÃ­ que no sÃ© amar,LIBRO,248.0,143.84,"GARCIA JUNCO, AURA",42.0,SEIX BARRAL,LITERATURA,LITERATURA,ENSAYO LITERARIO,3,2022-07-03,Domingo,Julio,Fondo
61053,75537,SUCURSAL_1,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7293901.0,PISO DE VENTA,1.0,369.0,214.02,9786073193030,0.0,Harry Potter y el cÃ¡liz de fuego,LIBRO,369.0,214.02,"ROWLING, J. K. (ROWLING, JOANNE KATHLEEN)",42.0,EDICIONES SALAMANDRA,JUVENIL,LITERATURA,LITERATURA JUVENIL,13,2022-07-13,MiÃ©rcoles,Julio,Fondo
170696,209286,SUCURSAL_4,2021,7,NIRVANA LIBROS SA DE CV,844063.0,PISO DE VENTA,1.0,225.0,150.0,9788497775953,0.25,COMO PAGAMOS LOS ERRORES DE NUESTROS ANTEPASADOS. UNA INTRODUCCION A LA PSICOGENEALOGIA,LIBRO,300.0,,"CANAULT, NINA",50.0,EDICIONES OBELISCO,HUMANIDADES,PSICOLOGIA,PSICOLOGIA GENERAL,16,2021-07-16,Viernes,Julio,Fondo
152731,189382,SUCURSAL_3,2022,1,COLOFON SA DE CV,2002829.0,PISO DE VENTA,1.0,491.25,327.5,9788418013119,0.25,Secuestro,LIBRO,655.0,,"PAZ, JAVIERA",50.0,NOVA CASA EDITORIAL,JUVENIL,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,25,2022-01-25,Martes,Enero,Novedad
59415,73612,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7344387.0,PISO DE VENTA,1.0,399.0,231.42,9786073179188,0.0,El Padrino,LIBRO,399.0,231.42,"PUZO, MARIO",42.0,B DE BOLSILLO,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,12,2022-12-12,Lunes,Diciembre,Fondo
105206,132937,SUCURSAL_2,2021,3,EDITORIAL OCEANO DE MEXICO SA DE CV,4262484.0,PISO DE VENTA,1.0,295.0,162.84,9786075573076,,Almendra,LIBRO,295.0,,"SOHN, WON PYUNG",44.8,OCEANO GRAN TRAVESIA,JUVENIL,LITERATURA,LITERATURA JUVENIL,15,2021-03-15,Lunes,Marzo,Novedad
133859,167618,SUCURSAL_2,2022,8,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4401028.0,PISO DE VENTA,1.0,309.0,179.22,9786073130288,0.0,Como agua para chocolate,LIBRO,309.0,179.22,"ESQUIVEL, LAURA",42.0,DEBOLSILLO,LITERATURA,LITERATURA,AUTORES MEXICANOS,4,2022-08-04,Jueves,Agosto,Fondo
15852,21023,SUCURSAL_1,2022,4,NIRVANA LIBROS SA DE CV,7270379.0,PISO DE VENTA,1.0,460.0,230.0,9788416192007,0.0,MANUAL DE INTERPRETACION DEL TAROT / PD.,LIBRO,460.0,,"TORT I CASALS, MARIA DEL MAR",50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,ARTES ADIVINATORIAS,12,2022-04-12,Martes,Abril,Fondo
174479,213771,SUCURSAL_4,2022,7,EDITORIAL PLANETA MEXICANA,887882.0,PISO DE VENTA,1.0,588.0,341.04,7503013925764,0.0,1Q84. Libros 1 y 2,LIBRO,588.0,341.04,"MURAKAMI, HARUKI",42.0,TUSQUETS,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,7,2022-07-07,Jueves,Julio,Fondo
21437,27525,SUCURSAL_1,2021,10,NIRVANA LIBROS SA DE CV,7202255.0,PISO DE VENTA,1.0,270.0,180.0,9788497779524,0.25,DOULAS,LIBRO,360.0,,"ROSS, SUSAN",50.0,EDICIONES OBELISCO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,MATERNIDAD,10,2021-10-10,Domingo,Octubre,Fondo
61659,76256,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7346443.0,PISO DE VENTA,1.0,319.0,185.02,9786073194532,0.0,La amiga estupenda,LIBRO,319.0,185.02,"FERRANTE, ELENA",42.0,DEBOLSILLO,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,17,2022-12-17,SÃ¡bado,Diciembre,Fondo
173816,212933,SUCURSAL_4,2022,12,PEARSON EDUCACION DE MEXICO SA DE CV,904531.0,PISO DE VENTA,1.0,821.0,558.28,9786073244404,0.0,SEARS Y ZEMANSKY FISICA UNIVERSITARIA CON FISICA MODERNA / VOL. 2,LIBRO,821.0,558.28,"YOUNG, HUGH D.",32.0,PEARSON,DIVULGACIÃN CIENTÃFICA,CIENCIAS NATURALES,FISICA,8,2022-12-08,Jueves,Diciembre,Fondo
96872,121403,SUCURSAL_5,2022,7,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,683675.0,PISO DE VENTA,1.0,99.0,57.42,9786073188685,0.0,NXIVM. La secta que sedujo al poder en MÃ©xico,LIBRO,99.0,57.42,"VAZQUEZ, JUAN ALBERTO",42.0,GRIJALBO,CIENCIAS SOCIALES,CIENCIAS SOCIALES,COMUNICACION Y PERIODISMO,16,2022-07-16,SÃ¡bado,Julio,Fondo
138426,173326,SUCURSAL_2,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4448000.0,PISO DE VENTA,1.0,319.0,185.02,9786073801102,0.0,Gambito de dama,LIBRO,319.0,185.02,"TEVIS, WALTER",42.0,ALFAGUARA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,30,2022-12-30,Viernes,Diciembre,Fondo
158540,195550,SUCURSAL_3,2022,9,EDITORIAL PLANETA MEXICANA,2026032.0,PISO DE VENTA,1.0,88.2,,9786070786365,0.1,FÃ¡bulas 3. La cigarra y la hormiga y otras fÃ¡bulas para aprender a leer,LIBRO,98.0,56.84,ESTUDIO PE S.A.C,42.0,PLANETA JUNIOR,NIÃOS,NIÃOS,DE 3 A 5 AÃOS,3,2022-09-03,SÃ¡bado,Septiembre,Novedad
59443,73642,SUCURSAL_1,2022,8,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7303014.0,PISO DE VENTA,1.0,289.0,86.42,9786073177320,0.0,Muerte en San JerÃ³nimo,LIBRO,289.0,167.62,"MURIEL, OSCAR DE",42.0,MONTENA,LITERATURA,LITERATURA,NOVELA POLICIACA Y DE SUSPENSO,13,2022-08-13,SÃ¡bado,Agosto,Fondo
12955,17497,SUCURSAL_1,2021,10,EDITORIAL OCEANO DE MEXICO SA DE CV,7205127.0,PISO DE VENTA,1.0,415.0,229.08,9788433998972,0.0,Un verdor terrible,LIBRO,415.0,,"LABATUT, BENJAMIN",44.8,ANAGRAMA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,19,2021-10-19,Martes,Octubre,Fondo
31550,38720,SUCURSAL_1,2021,8,COLOFON SA DE CV,7183477.0,PISO DE VENTA,1.0,75.0,45.0,9789688670071,0.25,SIDDHARTHA,LIBRO,100.0,,"HESSE, HERMANN",55.0,COLOFON,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,27,2021-08-27,Viernes,Agosto,Fondo
7,7,SUCURSAL_1,2022,5,EDITORIAL OCEANO DE MEXICO SA DE CV,7280418.0,PISO DE VENTA,1.0,190.4,187.68,9788433925053,0.44,AMERICA,LIBRO,340.0,,ANONIMO,44.8,ANAGRAMA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,COMUNICACION Y PERIODISMO,19,2022-05-19,Jueves,Mayo,Fondo
116755,146820,SUCURSAL_2,2021,3,COLOFON SA DE CV,4262687.0,PISO DE VENTA,1.0,1083.75,722.5,9788412213003,,El hÃ©roe de las mil caras / pd.,LIBRO,1445.0,,"CAMPBELL, JOSEPH",50.0,ATALANTA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,ANTROPOLOGIA,16,2021-03-16,Martes,Marzo,Novedad
154180,190972,SUCURSAL_3,2021,9,COLOFON SA DE CV,1985263.0,PISO DE VENTA,1.0,228.0,156.75,9788425432026,0.2,"HOMBRE EN BUSCA DE SENTIDO, EL",LIBRO,285.0,,"FRANKL, VIKTOR E.",45.0,HERDER,HUMANIDADES,PSICOLOGIA,PSICOLOGIA APLICADA,25,2021-09-25,SÃ¡bado,Septiembre,Fondo
106753,134880,SUCURSAL_2,2021,9,EDITORIAL OCEANO DE MEXICO SA DE CV,4312506.0,PISO DE VENTA,1.0,198.75,146.28,9786075270111,0.25,CALVIN Y HOBBES 4. MONSTRUOS DE OTRO PLANETA,LIBRO,265.0,,"WATTERSON, BILL",44.8,OCEANO / TRAVESIA INFANTIL,LITERATURA ILUSTRADA Y CÃMIC,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",CARICATURA COMICS Y NOVELA GRAFICA,22,2021-09-22,MiÃ©rcoles,Septiembre,Fondo
51060,63835,SUCURSAL_1,2022,12,EDITORIAL PLANETA MEXICANA,7352918.0,PISO DE VENTA,1.0,298.0,172.84,9788491748595,0.0,CafÃ© Liebe #5,LIBRO,298.0,172.84,MIMAN,42.0,PLANETA COMIC,LITERATURA ILUSTRADA Y CÃMIC,"ARTES, BELLAS ARTES Y ARTES DECORATIVAS",CARICATURA COMICS Y NOVELA GRAFICA,29,2022-12-29,Jueves,Diciembre,Novedad
56815,70615,SUCURSAL_1,2022,12,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,7343923.0,PISO DE VENTA,1.0,349.0,202.42,9786073155717,0.0,CÃ³mo ganar amigos e influir sobre las personas / 2 Ed.,LIBRO,349.0,202.42,"CARNEGIE, DALE",42.0,DEBOLSILLO,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SUPERACION PERSONAL Y AUTOAYUDA,AUTOAYUDA,11,2022-12-11,Domingo,Diciembre,Fondo
177722,217775,SUCURSAL_4,2022,7,EDITORIAL PLANETA MEXICANA,888191.0,PISO DE VENTA,1.0,248.0,143.84,9786070787102,0.0,El hombre mÃ¡s feliz del mundo,LIBRO,248.0,143.84,"JAKU, EDDIE",42.0,PLANETA,LITERATURA,LITERATURA,NARRATIVA UNIVERSAL,11,2022-07-11,Lunes,Julio,Novedad
112425,141871,SUCURSAL_2,2021,6,NIRVANA LIBROS SA DE CV,4279979.0,PISO DE VENTA,1.0,292.5,195.0,9788491113065,0.25,ILLUMINATI. LA REVOLUCION CONTRACULTURAL DESDE LAS SOCIEDADES SECRETAS HASTA WIKILEAKS Y ANONYMOUS,LIBRO,390.0,,"HOWELLS, ROBERT",50.0,EDICIONES OBELISCO,ESOTERISMO,ESOTERISMO,ENIGMAS Y CIENCIAS OCULTAS,6,2021-06-06,Domingo,Junio,Fondo
149456,185901,SUCURSAL_3,2022,1,NIRVANA LIBROS SA DE CV,2000189.0,PISO DE VENTA,1.0,383.5,340.0,9788499884981,0.35,YOGASUTRA. LOS AFORISMOS DEL YOGA,LIBRO,590.0,,PATAÃJALI,50.0,KAIROS,"DESARROLLO PERSONAL, SALUD Y BIENESTAR",SALUD ALTERNATIVA,YOGA,4,2022-01-04,Martes,Enero,Fondo
2418,3028,SUCURSAL_1,2022,3,EDITORIAL OCEANO DE MEXICO SA DE CV,7265551.0,PISO DE VENTA,1.0,395.0,218.04,9788418273483,0.0,NecromÃ¡quina. Cuando morir no es suficiente,LIBRO,395.0,,"REGUILLO, ROSSANA",44.8,NED EDICIONES,CIENCIAS SOCIALES,CIENCIAS SOCIALES,SOCIOLOGIA,26,2022-03-26,SÃ¡bado,Marzo,Novedad
182696,223941,SUCURSAL_4,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,894748.0,PISO DE VENTA,1.0,289.0,167.62,9786073816380,0.0,Boulevard. DespuÃ©s de Ã©l / Libro 2,LIBRO,289.0,167.62,"SALVADOR, FLOR M.",42.0,MONTENA,JUVENIL,LITERATURA,LITERATURA JUVENIL,3,2022-09-03,SÃ¡bado,Septiembre,Novedad
13243,17899,SUCURSAL_1,2021,12,EDITORIAL OCEANO DE MEXICO SA DE CV,7232089.0,PISO DE VENTA,1.0,295.0,162.84,9786075573076,0.0,Almendra,LIBRO,295.0,,"SOHN, WON PYUNG",44.8,OCEANO GRAN TRAVESIA,JUVENIL,LITERATURA,LITERATURA JUVENIL,24,2021-12-24,Viernes,Diciembre,Fondo
139477,174585,SUCURSAL_2,2022,9,PENGUIN RANDOM HOUSE GRUPO EDITORIAL,4413611.0,PISO DE VENTA,1.0,299.0,185.02,9786073806275,0.0,El expediente Anna AjmÃ¡tova,LIBRO,299.0,173.42,"RUY SANCHEZ, ALBERTO",42.0,ALFAGUARA,LITERATURA,LITERATURA,AUTORES MEXICANOS,7,2022-09-07,MiÃ©rcoles,Septiembre,Fondo
158686,195699,SUCURSAL_3,2022,11,EDITORIAL PLANETA MEXICANA,2033673.0,PISO DE VENTA,1.0,248.0,,9786070788154,0.0,Baby Shark. Cuentos de 5 minutos. Sorpresa familiar / vol. 1,LIBRO,248.0,143.84,NICKELODEON,42.0,PLANETA (LICENCIAS),NIÃOS,NIÃOS,DE 3 A 5 AÃOS,12,2022-11-12,SÃ¡bado,Noviembre,Novedad
